BIOMASS CALCULATION RESULTS
Generated on: 2026-04-02 07:20:49
Total records: 2062

plot	year	growthplotnum	section	speccode	species	specabbrev	origin	tree status	tree number	dbh	height	Wood (KG)	Bark (KG)	Branch (KG)	Foliage (KG)	Stem (KG)	Crown (KG)	Total (KG)
COC1994001PSP	2016	2	12	20	Balsam Fir	Bf 	N	L 	77	5.3	3.9	2.9	0.6	0.5	1.4	3.5	1.8	5.4
COC1994001PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	62	21.7	15.8	109.5	15.2	16.9	12.8	124.7	29.7	154.4
COC1994002PSP	2016	2	12	13	Black Spruce	Sb 	N	L 	67	15.9	14.4	50.1	7.6	8.9	8.2	57.7	17.1	74.8
COC1994003PSP	2018	2	12	13	Black Spruce	Sb 	N	L 	82	14.5	12.8	39.7	6.2	7.3	7.2	45.9	14.6	60.4
COC1994003PSP	2018	3	12	13	Black Spruce	Sb 	N	L 	58	5.1	3.61	2.9	0.6	0.8	1.7	3.5	2.5	5.9
COC1994004PSP	2019	1	12	20	Balsam Fir	Bf 	N	L 	83	7.2	4.99	6.1	1.2	1.1	2.3	7.3	3.3	10.6
COC1994005PSP	2016	2	12	13	Black Spruce	Sb 	N	L 	135	14.4	11.8	39.0	6.1	7.2	7.2	45.1	14.4	59.5
COC1994005PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	163	12.9	11.3	29.6	4.7	5.7	6.1	34.3	11.9	46.2
COC1994006PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	28	9.5	13.4	13.7	2.4	3.0	4.0	16.1	7.0	23.1
COC1994006PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	29	12.5	12.7	27.3	4.4	5.4	5.9	31.8	11.2	43.0
COC1994006PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	49	18.2	17.5	70.3	10.3	11.7	10.0	80.6	21.7	102.3
COC1994007PSP	2019	3	12	13	Black Spruce	Sb 	N	L 	46	16	12.7	50.9	7.7	9.0	8.3	58.6	17.3	75.9
COC1994007PSP	2019	3	12	13	Black Spruce	Sb 	N	L 	47	15.8	11.7	49.3	7.5	8.7	8.2	56.8	16.9	73.7
COC1994007PSP	2019	3	12	13	Black Spruce	Sb 	N	L 	81	17	13.5	59.3	8.8	10.2	9.1	68.1	19.3	87.3
COC1994010PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	89	10.8	9.1	18.9	3.2	4.0	4.8	22.1	8.7	30.8
TBP1997002PSP	2018	1	12	3	Jack Pine	Pj 	N	L 	100	18.1	15.7	84.9	7.4	8.6	5.8	92.3	14.4	106.7
TBP1997002PSP	2018	1	12	12	White Spruce	Sw 	P	L 	119	4.9	5.1	2.2	0.5	0.8	1.6	2.6	2.4	5.0
TBP1997002PSP	2018	1	12	13	Black Spruce	Sb 	N	L 	122	15.8	15.1	49.3	7.5	8.7	8.2	56.8	16.9	73.7
TBP1997002PSP	2018	2	12	12	White Spruce	Sw 	P	L 	96	17.7	14.9	59.1	8.7	11.2	10.8	67.8	22.1	89.9
TBP1997002PSP	2018	2	12	3	Jack Pine	Pj 	N	L 	105	17.3	16.4	76.1	6.7	7.7	5.4	82.9	13.1	96.0
LSJP1994012PSP	2014	1	12	13	Black Spruce	Sb 	N	L 	107	17	14.5	59.3	8.8	10.2	9.1	68.1	19.3	87.3
LSJP1994012PSP	2014	1	12	13	Black Spruce	Sb 	N	L 	108	19.4	14.8	82.6	11.8	13.4	10.9	94.4	24.3	118.8
LSJP1994012PSP	2014	2	12	13	Black Spruce	Sb 	N	L 	91	23.1	18.8	128.1	17.5	19.3	14.0	145.6	33.3	178.9
LSJP1994009PSP	2013	1	12	13	Black Spruce	Sb 	N	L 	47	22.4	14.22	118.6	16.3	18.1	13.4	134.9	31.5	166.4
LSJP1994009PSP	2013	1	12	13	Black Spruce	Sb 	N	L 	58	15.2	9.38	44.7	6.8	8.1	7.7	51.6	15.8	67.4
LSJP1994009PSP	2013	3	12	20	Balsam Fir	Bf 	N	L 	69	8	6.75	7.9	1.5	1.4	2.7	9.4	4.1	13.5
KLK1994002PSP	2013	1	12	13	Black Spruce	Sb 	N	L 	89	20.1	17.47	90.3	12.8	14.4	11.5	103.1	25.9	129.0
KLK1994002PSP	2013	2	12	3	Jack Pine	Pj 	N	L 	72	25.7	22.74	197.2	15.3	20.1	10.7	212.5	30.8	243.2
KLK1994002PSP	2013	2	12	3	Jack Pine	Pj 	N	L 	74	14.3	17.71	48.2	4.5	4.9	3.9	52.7	8.7	61.5
KLK1994002PSP	2013	2	12	3	Jack Pine	Pj 	N	L 	76	26.1	24.87	204.6	15.8	20.9	10.9	220.4	31.8	252.2
KLK1994002PSP	2013	3	12	3	Jack Pine	Pj 	N	L 	65	14.3	18.12	48.2	4.5	4.9	3.9	52.7	8.7	61.5
COC1994011PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	8	6.4	6.1	5.1	1.0	1.3	2.3	6.1	3.6	9.7
COC1994014PSP	2016	1	12	13	Black Spruce	Sb 	N	L 	60	21.3	18.3	104.5	14.6	16.3	12.5	119.1	28.8	147.8
COC1994017PSP	2017	1	12	13	Black Spruce	Sb 	N	L 	104	14.4	12.61	39.0	6.1	7.2	7.2	45.1	14.4	59.5
COC1994017PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	165	15.9	12.95	50.1	7.6	8.9	8.2	57.7	17.1	74.8
COC1994017PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	168	15.2	12.45	44.7	6.8	8.1	7.7	51.6	15.8	67.4
COC1994017PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	147	12.4	9.78	26.8	4.3	5.3	5.8	31.1	11.1	42.2
COC1994017PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	158	14.8	10.72	41.8	6.4	7.6	7.4	48.3	15.1	63.4
COC1994019PSP	2012	3	12	13	Black Spruce	Sb 	N	L 	117	7.3	7.3	7.1	1.3	1.8	2.7	8.4	4.5	12.9
COC1994020PSP	2017	1	12	13	Black Spruce	Sb 	N	L 	88	22.1	17.1	114.6	15.8	17.6	13.1	130.5	30.7	161.2
COC1994020PSP	2017	1	12	13	Black Spruce	Sb 	N	L 	96	10.3	12.2	16.8	2.9	3.6	4.5	19.7	8.0	27.7
COC1994020PSP	2017	1	12	13	Black Spruce	Sb 	N	L 	103	5.7	4.2	3.8	0.8	1.0	1.9	4.6	3.0	7.5
COC1994022PSP	2016	2	12	13	Black Spruce	Sb 	N	L 	20	10.7	9.8	18.5	3.1	3.9	4.7	21.6	8.6	30.2
COC1994024PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	105	17	14.8	59.3	8.8	10.2	9.1	68.1	19.3	87.3
COC1994024PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	68	15.2	11.12	44.7	6.8	8.1	7.7	51.6	15.8	67.4
COC1994024PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	70	26.4	16.9	179.2	23.6	25.5	16.9	202.9	42.4	245.2
COC1994025PSP	2016	1	12	20	Balsam Fir	Bf 	N	L 	4	17.7	18.4	53.3	9.8	10.4	10.2	63.1	20.5	83.6
COC1994025PSP	2016	1	12	12	White Spruce	Sw 	N	L 	8	14	14.22	32.3	5.0	6.9	7.7	37.4	14.6	51.9
COC1994025PSP	2016	2	12	74	Trembling Aspen	Pt 	N	L 	52	50.5	29.17	994.0	201.6	157.7	15.6	1195.6	173.3	1368.9
COC1994025PSP	2016	2	12	20	Balsam Fir	Bf 	N	L 	53	25.9	18.09	133.0	24.0	27.3	19.2	156.9	46.5	203.4
COC1994025PSP	2016	2	12	20	Balsam Fir	Bf 	N	L 	55	26	20.5	134.2	24.2	27.5	19.3	158.4	46.9	205.3
COC1994025PSP	2016	3	12	74	Trembling Aspen	Pt 	N	L 	16	26	26.5	192.2	41.1	29.6	5.3	233.3	34.9	268.2
COC1994026PSP	2015	2	12	20	Balsam Fir	Bf 	N	L 	162	10.3	11.0	14.5	2.7	2.6	4.1	17.3	6.7	24.0
COC1994026PSP	2015	2	12	74	Trembling Aspen	Pt 	N	L 	216	16.4	18.9	61.4	13.6	9.3	2.5	75.1	11.7	86.8
COC1994027PSP	2013	1	12	13	Black Spruce	Sb 	N	L 	136	18.1	18.55	69.4	10.1	11.6	9.9	79.5	21.5	101.0
COC1994027PSP	2013	2	12	13	Black Spruce	Sb 	N	L 	72	22.3	19.49	117.2	16.2	17.9	13.3	133.4	31.2	164.7
COC1994027PSP	2013	3	12	74	Trembling Aspen	Pt 	N	L 	93	39.5	24.6	541.2	111.9	84.9	10.5	653.1	95.3	748.4
COC1994029PSP	2017	1	12	20	Balsam Fir	Bf 	N	L 	210	21	18.24	80.3	14.6	16.0	13.5	95.0	29.6	124.5
COC1994029PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	226	16.1	17.3	51.7	7.8	9.1	8.4	59.5	17.5	77.0
COC1994029PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	204	7.3	7.4	7.1	1.3	1.8	2.7	8.4	4.5	12.9
COC1994029PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	218	18.2	15.2	70.3	10.3	11.7	10.0	80.6	21.7	102.3
COC1994030PSP	2017	1	12	13	Black Spruce	Sb 	N	L 	183	13.7	11.73	34.4	5.4	6.5	6.7	39.9	13.2	53.0
COC1994030PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	152	13	12.3	30.2	4.8	5.8	6.2	35.0	12.0	47.0
COC1994030PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	153	4.5	4.25	2.1	0.4	0.6	1.4	2.5	2.0	4.6
COC1994030PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	154	14.1	11.48	37.0	5.8	6.9	7.0	42.8	13.9	56.7
COC1994030PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	163	14.2	12.01	37.7	5.9	7.0	7.0	43.6	14.0	57.6
COC1994030PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	167	14	11.72	36.4	5.7	6.8	6.9	42.1	13.7	55.7
COC1994031PSP	2017	1	12	13	Black Spruce	Sb 	N	L 	43	12.1	10.4	25.2	4.1	5.0	5.6	29.3	10.6	39.9
COC1994031PSP	2017	2	12	13	Black Spruce	Sb 	N	L 	71	19.7	14.4	85.8	12.2	13.9	11.2	98.1	25.0	123.1
COC1994031PSP	2017	3	12	13	Black Spruce	Sb 	N	L 	62	8.4	7.5	10.1	1.8	2.3	3.3	11.9	5.7	17.6
LSJP1994008PSP	2024	2	12	20	Balsam Fir	Bf 	N	L 	200	17.8	14.8	54.0	9.9	10.5	10.3	63.9	20.8	84.7
LSJP1994008PSP	2024	3	12	22	Eastern White Cedar	Cw 	N	L 	324	11.1	6.6	13.4	2.0	3.5	3.2	15.4	6.7	22.1
GGM1994015PSP	2012	1	12	13	Black Spruce	Sb 	N	L 	67	24.9	21.3	154.7	20.7	22.6	15.5	175.4	38.1	213.5
GGM1994015PSP	2012	3	12	13	Black Spruce	Sb 	N	L 	69	13.1	11.33	30.8	4.9	5.9	6.3	35.7	12.2	47.9
KLK1994011PSP	2016	2	12	3	Jack Pine	Pj 	N	L 	96	32	22.7	334.0	24.0	34.1	15.6	358.1	49.7	407.8
KLK1994011PSP	2016	2	12	3	Jack Pine	Pj 	N	L 	105	21.5	21.4	128.4	10.6	13.1	7.8	139.0	20.9	159.8
KLK1994015PSP	2016	1	12	3	Jack Pine	Pj 	P	L 	150	17.2	18.9	75.1	6.6	7.6	5.3	81.7	12.9	94.7
KLK1994015PSP	2016	2	12	3	Jack Pine	Pj 	N	L 	153	18.5	19.9	89.5	7.7	9.1	6.0	97.2	15.1	112.3
KLK1994015PSP	2016	3	12	3	Jack Pine	Pj 	P	L 	106	25.6	22.0	195.3	15.1	19.9	10.6	210.5	30.5	241.0
GGM1994027PSP	2016	1	12	3	Jack Pine	Pj 	P	L 	94	12.1	17.3	32.2	3.2	3.3	2.9	35.4	6.2	41.6
GGM1994027PSP	2016	1	12	74	Trembling Aspen	Pt 	N	L 	95	21	18.6	113.3	24.7	17.3	3.7	138.0	21.0	159.0
GGM1994027PSP	2016	2	12	74	Trembling Aspen	Pt 	N	L 	148	7.3	10.9	8.3	2.0	1.2	0.7	10.3	1.9	12.1
GGM1994027PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	75	14	13.4	36.4	5.7	6.8	6.9	42.1	13.7	55.7
KLK1994042PSP	2014	1	12	74	Trembling Aspen	Pt 	N	L 	11	52.2	27.4	1078.9	218.3	171.4	16.5	1297.2	187.9	1485.1
KLK1994042PSP	2014	1	12	74	Trembling Aspen	Pt 	N	L 	12	46.2	27.5	797.5	162.9	126.0	13.5	960.4	139.5	1099.9
KLK1994042PSP	2014	1	12	74	Trembling Aspen	Pt 	N	L 	13	49.3	28.5	936.6	190.3	148.4	15.0	1126.9	163.4	1290.3
KLK1994011PSP	2016	3	12	3	Jack Pine	Pj 	N	L 	111	13.8	16.2	44.2	4.2	4.5	3.6	48.4	8.1	56.6
KLK1994011PSP	2016	3	12	13	Black Spruce	Sb 	N	L 	114	21.1	20.6	102.0	14.3	16.0	12.3	116.3	28.3	144.6
KLK1992002PSP	2016	2	12	3	Jack Pine	Pj 	P	L 	400	19.8	16.8	105.3	8.9	10.7	6.8	114.2	17.5	131.7
KLK1994029PSP	2012	1	12	3	Jack Pine	Pj 	N	L 	113	21.5	18.52	128.4	10.6	13.1	7.8	139.0	20.9	159.8
KLK1994029PSP	2012	2	12	20	Balsam Fir	Bf 	N	L 	58	12.4	12.23	22.6	4.3	4.2	5.6	26.9	9.8	36.7
KLK1994029PSP	2012	2	12	3	Jack Pine	Pj 	N	L 	61	19.2	18.68	97.8	8.3	9.9	6.4	106.2	16.4	122.6
KLK1994029PSP	2012	2	12	3	Jack Pine	Pj 	N	L 	62	12.9	12.8	37.6	3.7	3.8	3.2	41.3	7.0	48.3
KLK1994017PSP	2011	1	12	20	Balsam Fir	Bf 	N	L 	58	17.1	16.03	49.0	9.0	9.5	9.6	58.1	19.1	77.2
KLK1994017PSP	2011	1	12	20	Balsam Fir	Bf 	N	L 	63	21.1	19.4	81.2	14.8	16.2	13.7	96.1	29.9	125.9
KLK1994017PSP	2011	2	12	13	Black Spruce	Sb 	N	L 	49	7.2	7.02	6.8	1.3	1.7	2.7	8.1	4.4	12.5
SH1994019PSP	2010	1	12	12	White Spruce	Sw 	P	L 	687	15	9.1	38.6	5.9	8.0	8.5	44.5	16.5	61.0
SH1994019PSP	2024	1	12	12	White Spruce	Sw 	P	L 	687	19.4	13.6	74.9	10.7	13.6	12.4	85.6	26.0	111.6
SH1994019PSP	2024	2	12	12	White Spruce	Sw 	P	L 	757	16.1	15.1	46.3	7.0	9.2	9.4	53.3	18.7	71.9
SH1994019PSP	2010	2	12	12	White Spruce	Sw 	P	L 	758	7.4	7.78	6.2	1.2	1.8	3.0	7.4	4.8	12.3
SH1994019PSP	2024	2	12	12	White Spruce	Sw 	P	L 	758	8.9	9.6	10.0	1.8	2.7	4.0	11.8	6.6	18.5
SH1994019PSP	2010	3	12	12	White Spruce	Sw 	P	L 	897	19.3	11.92	73.9	10.6	13.4	12.3	84.5	25.8	110.2
SH1994019PSP	2024	3	12	12	White Spruce	Sw 	P	L 	897	22.2	16.8	106.0	14.6	18.0	15.1	120.6	33.1	153.7
KAP1993004PSP	2016	2	12	74	Trembling Aspen	Pt 	N	L 	93	4.2	6.8	2.1	0.5	0.3	0.3	2.6	0.6	3.2
KAP1992005PSP	2019	1	12	20	Balsam Fir	Bf 	N	L 	137	3.8	3.11	1.3	0.3	0.2	0.8	1.6	1.0	2.6
COC1994033PSP	2018	2	12	74	Trembling Aspen	Pt 	N	L 	57	25	24.6	174.4	37.4	26.8	5.0	211.9	31.7	243.6
COC1994033PSP	2018	2	12	3	Jack Pine	Pj 	N	L 	60	26.8	23.2	218.1	16.7	22.2	11.5	234.7	33.7	268.5
COC1994033PSP	2018	3	12	12	White Spruce	Sw 	N	L 	62	26.7	21.8	170.6	22.3	26.4	19.8	192.9	46.3	239.1
COC1994035PSP	2018	1	12	13	Black Spruce	Sb 	P	L 	40	14.5	10.12	39.7	6.2	7.3	7.2	45.9	14.6	60.4
COC1994035PSP	2018	1	12	13	Black Spruce	Sb 	P	L 	44	13.7	10.24	34.4	5.4	6.5	6.7	39.9	13.2	53.0
GGM1994011PSP	2014	2	12	3	Jack Pine	Pj 	N	L 	34	26.1	21.4	204.6	15.8	20.9	10.9	220.4	31.8	252.2
GGM1994011PSP	2014	3	12	3	Jack Pine	Pj 	N	L 	66	28.9	22.3	261.5	19.5	26.7	13.1	280.9	39.8	320.7
GGM1994014PSP	2020	2	12	13	Black Spruce	Sb 	N	L 	66	15.6	14.42	47.7	7.3	8.5	8.0	55.0	16.5	71.5
GGM1994021PSP	2012	2	12	13	Black Spruce	Sb 	N	L 	41	19.7	19.26	85.8	12.2	13.9	11.2	98.1	25.0	123.1
GGM1994021PSP	2012	2	12	12	White Spruce	Sw 	N	L 	45	24.9	19.05	142.5	19.0	22.9	17.9	161.5	40.8	202.2
GGM1994024PSP	2020	2	12	3	Jack Pine	Pj 	N	L 	58	21.1	21.3	122.7	10.2	12.5	7.6	132.9	20.1	152.9
GGM1994024PSP	2020	2	12	3	Jack Pine	Pj 	N	L 	60	16	19.1	63.1	5.7	6.4	4.7	68.8	11.1	79.9
GGM1994024PSP	2020	3	12	3	Jack Pine	Pj 	N	L 	72	20.7	20.7	117.2	9.8	11.9	7.3	127.0	19.3	146.2
GGM1994025PSP	2013	2	12	13	Black Spruce	Sb 	N	L 	64	22.3	21.38	117.2	16.2	17.9	13.3	133.4	31.2	164.7
GGM1994025PSP	2013	3	12	3	Jack Pine	Pj 	N	L 	72	26.6	22.23	214.2	16.4	21.8	11.3	230.6	33.2	263.8
GGM1994028PSP	2019	2	12	3	Jack Pine	Pj 	N	L 	49	19.7	19.7	104.1	8.8	10.6	6.7	112.9	17.3	130.2
GGM1994029PSP	2012	3	12	3	Jack Pine	Pj 	N	L 	182	16.4	14.03	67.0	6.0	6.8	4.9	73.0	11.7	84.7
GGM1994031PSP	2012	1	12	3	Jack Pine	Pj 	N	L 	124	14.3	9.04	48.2	4.5	4.9	3.9	52.7	8.7	61.5
HEA1994001PSP	2013	2	12	22	Eastern White Cedar	Cw 	N	L 	73	13.2	7.54	19.7	2.9	5.0	4.3	22.6	9.3	31.8
HEA1994003PSP	2013	1	12	13	Black Spruce	Sb 	N	L 	42	25.4	21.65	162.6	21.7	23.5	16.0	184.3	39.5	223.8
HEA1994003PSP	2013	3	12	13	Black Spruce	Sb 	N	L 	31	21.1	22.93	102.0	14.3	16.0	12.3	116.3	28.3	144.6
NP1992006PSP	2019	2	12	3	Jack Pine	Pj 	P	L 	206	14	14.0	45.8	4.3	4.6	3.7	50.1	8.4	58.5
BP1993021PSP	2012	2	12	13	Black Spruce	Sb 	N	L 	25	5.5	6.02	3.5	0.7	1.0	1.8	4.2	2.8	7.0
BP1993026PSP	2023	1	12	13	Black Spruce	Sb 	P	L 	131	6.9	6.7	6.1	1.2	1.6	2.5	7.3	4.1	11.4
BP1993030PSP	2021	1	12	13	Black Spruce	Sb 	P	L 	481	4.7	4.6	2.3	0.5	0.7	1.5	2.8	2.2	5.0
BP1993030PSP	2021	3	12	20	Balsam Fir	Bf 	N	L 	304	11.7	9.2	19.7	3.7	3.6	5.1	23.4	8.7	32.1
BP1993030PSP	2021	3	12	13	Black Spruce	Sb 	P	L 	308	6.5	6.4	5.3	1.0	1.4	2.3	6.3	3.7	10.0
BP1994011PSP	2021	1	12	3	Jack Pine	Pj 	N	L 	320	6.2	8.6	6.5	0.8	0.6	0.9	7.3	1.6	8.8
BP1994011PSP	2021	3	12	3	Jack Pine	Pj 	N	L 	417	15.7	9.9	60.3	5.5	6.1	4.5	65.8	10.7	76.5
BP1994008PSP	2015	3	12	20	Balsam Fir	Bf 	N	L 	22	9.9	9.1	13.2	2.5	2.4	3.9	15.7	6.2	21.9
NP1996005PSP	2024	1	12	20	Balsam Fir	Bf 	N	L 	296	11.8	12.9	20.1	3.8	3.7	5.2	23.9	8.9	32.8
WWA1995003PSP	2015	2	12	20	Balsam Fir	Bf 	N	L 	115	5.8	4.7	3.6	0.7	0.6	1.6	4.4	2.2	6.6
LSJP1993030PSP	2023	1	12	13	Black Spruce	Sb 	N	L 	179	8.3	9.6	9.8	1.8	2.3	3.3	11.5	5.6	17.1
LSJP1993028PSP	2023	1	12	3	Jack Pine	Pj 	N	L 	154	15	13.9	54.0	5.0	5.5	4.2	59.0	9.7	68.7
LSJP1993028PSP	2023	1	12	3	Jack Pine	Pj 	N	L 	161	13.5	13.1	41.9	4.0	4.2	3.5	46.0	7.7	53.7
LSJP1993028PSP	2023	2	12	3	Jack Pine	Pj 	N	L 	253	13.5	11.2	41.9	4.0	4.2	3.5	46.0	7.7	53.7
LSJP1993028PSP	2023	3	12	3	Jack Pine	Pj 	N	L 	348	16.2	11.3	65.0	5.9	6.6	4.8	70.9	11.4	82.3
LSJP1993028PSP	2023	3	12	3	Jack Pine	Pj 	N	L 	350	7.9	8.6	11.6	1.3	1.2	1.4	12.9	2.6	15.4
KLK1994006PSP	2014	3	12	12	White Spruce	Sw 	N	L 	117	3.9	2.9	1.2	0.3	0.5	1.2	1.5	1.7	3.1
KLK1994043PSP	2013	1	12	12	White Spruce	Sw 	N	L 	88	8	7.1	7.6	1.4	2.1	3.4	9.0	5.5	14.6
KLK1994043PSP	2013	1	12	32	Red Maple	Mr 	N	L 	90	5	9.3	4.4	0.8	1.0	0.6	5.3	1.5	6.8
BP1993029PSP	2019	1	12	13	Black Spruce	Sb 	N	L 	258	3.6	6.5	1.2	0.3	0.4	1.0	1.5	1.4	2.9
CHA1995011PSP	2015	3	12	12	White Spruce	Sw 	N	L 	94	4.6	4.9	1.8	0.4	0.7	1.5	2.2	2.2	4.4
LWP1999024PSP	2013	1	12	13	Black Spruce	Sb 	N	L 	37	7.5	6.47	7.6	1.4	1.9	2.8	9.0	4.7	13.7
LWP1999024PSP	2013	1	12	12	White Spruce	Sw 	N	L 	41	4.1	4.44	1.4	0.3	0.5	1.3	1.7	1.8	3.5
LWP1999024PSP	2013	2	12	32	Red Maple	Mr 	N	L 	94	4	6.71	2.6	0.5	0.5	0.4	3.1	1.0	4.1
LWP1999024PSP	2013	2	12	20	Balsam Fir	Bf 	N	L 	95	8.3	6.92	8.6	1.7	1.5	2.9	10.3	4.4	14.7
SUD2004001PSP	2010	2	12	20	Balsam Fir	Bf 	N	L 	30	21.8	18.1	87.9	16.0	17.6	14.4	103.9	32.0	135.9
GGM1994033PSP	2020	3	12	3	Jack Pine	Pj 	N	L 	37	16.7	13.3	70.0	6.3	7.1	5.1	76.2	12.2	88.4
GGM1994032PSP	2019	3	12	13	Black Spruce	Sb 	N	L 	88	6.3	6.1	4.9	0.9	1.3	2.2	5.8	3.5	9.3
BP1994015PSP	2010	2	12	13	Black Spruce	Sb 	P	L 	102	10.4	8.99	17.2	2.9	3.7	4.5	20.1	8.2	28.3
TIM1993038PSP	2011	1	12	13	Black Spruce	Sb 	N	L 	187	2.5	2.89	0.5	0.1	0.2	0.6	0.6	0.8	1.4
TIM1993038PSP	2011	2	12	20	Balsam Fir	Bf 	N	L 	210	3.6	3.5	1.2	0.2	0.2	0.7	1.4	0.9	2.3
TIM1993038PSP	2011	2	12	20	Balsam Fir	Bf 	N	L 	211	3.3	2.99	0.9	0.2	0.1	0.6	1.1	0.8	1.9
TIM1993029PSP	2011	1	12	3	Jack Pine	Pj 	N	L 	311	10.3	9.39	21.9	2.3	2.2	2.2	24.2	4.4	28.6
TIM1993029PSP	2011	2	12	74	Trembling Aspen	Pt 	N	L 	233	9.7	11.1	16.8	3.9	2.5	1.1	20.6	3.5	24.1
TIM1993029PSP	2011	3	12	32	Red Maple	Mr 	N	L 	230	4.6	6.84	3.6	0.7	0.8	0.5	4.3	1.3	5.6
TIM1993029PSP	2011	3	12	3	Jack Pine	Pj 	N	L 	234	11.7	8.08	29.7	3.0	3.0	2.7	32.7	5.7	38.5
TIM1993019PSP	2011	1	12	74	Trembling Aspen	Pt 	N	L 	138	7	9.78	7.5	1.8	1.1	0.6	9.2	1.7	11.0
TBP1995001PSP	2011	3	12	13	Black Spruce	Sb 	N	L 	172	9.6	6.18	14.1	2.4	3.1	4.0	16.5	7.1	23.7
TBP1995001PSP	2011	3	12	20	Balsam Fir	Bf 	N	L 	174	4.4	5.39	1.9	0.4	0.3	1.0	2.3	1.3	3.5
TBP1995001PSP	2018	3	12	20	Balsam Fir	Bf 	N	L 	174	6.5	8.9	4.8	0.9	0.8	1.9	5.7	2.7	8.5
NP1996008PSP	2011	2	12	13	Black Spruce	Sb 	N	L 	287	2.6	2.95	0.5	0.1	0.2	0.6	0.7	0.8	1.5
NP1996008PSP	2011	3	12	74	Trembling Aspen	Pt 	N	L 	763	2.9	5.44	0.8	0.2	0.1	0.1	1.1	0.3	1.3
NP1995020PSP	2011	1	12	13	Black Spruce	Sb 	P	L 	434	3.7	3.47	1.3	0.3	0.4	1.0	1.6	1.5	3.0
KLK1994035PSP	2011	1	12	32	Red Maple	Mr 	N	L 	109	7.5	10.7	11.4	2.0	2.6	1.1	13.4	3.7	17.1
KLK1994017PSP	2011	3	12	20	Balsam Fir	Bf 	N	L 	100	4.6	4.13	2.1	0.4	0.3	1.1	2.5	1.4	3.9
IFF1993005PSP	2011	1	12	3	Jack Pine	Pj 	P	L 	74	11.9	7.38	31.0	3.1	3.1	2.8	34.1	5.9	40.0
IFF1993005PSP	2011	1	12	3	Jack Pine	Pj 	P	L 	75	11.6	9.01	29.1	2.9	2.9	2.7	32.1	5.6	37.7
IFF1993005PSP	2011	1	12	3	Jack Pine	Pj 	P	L 	79	11.5	8.2	28.5	2.9	2.9	2.7	31.4	5.5	37.0
IFF1993005PSP	2011	2	12	3	Jack Pine	Pj 	P	L 	108	7.8	7.51	11.2	1.3	1.1	1.4	12.5	2.5	15.0
IFF1993005PSP	2011	2	12	3	Jack Pine	Pj 	P	L 	112	2.8	4.33	1.0	0.2	0.1	0.2	1.1	0.3	1.4
IFF1993005PSP	2011	3	12	3	Jack Pine	Pj 	P	L 	78	5	6.07	3.9	0.5	0.4	0.6	4.4	1.0	5.4
KLK1994003PSP	2012	1	12	20	Balsam Fir	Bf 	N	L 	143	3.3	3.07	0.9	0.2	0.1	0.6	1.1	0.8	1.9
KLK1994028PSP	2012	1	12	32	Red Maple	Mr 	N	L 	151	3.1	3.22	1.4	0.3	0.3	0.3	1.7	0.6	2.3
KLK1994028PSP	2012	2	12	20	Balsam Fir	Bf 	N	L 	168	2.9	2.81	0.7	0.1	0.1	0.5	0.8	0.6	1.4
KLK1994028PSP	2012	2	12	20	Balsam Fir	Bf 	N	L 	169	5.4	4.52	3.1	0.6	0.5	1.4	3.7	1.9	5.6
KLK1994029PSP	2012	1	12	20	Balsam Fir	Bf 	N	L 	154	4.3	4.25	1.8	0.4	0.3	1.0	2.1	1.2	3.4
LSJP1993014PSP	2012	1	12	13	Black Spruce	Sb 	N	L 	143	5.3	5.22	3.2	0.6	0.9	1.7	3.8	2.6	6.4
LSJP1993014PSP	2012	2	12	20	Balsam Fir	Bf 	N	L 	129	2.6	4.14	0.5	0.1	0.1	0.4	0.6	0.5	1.1
LSJP1993015PSP	2012	3	12	20	Balsam Fir	Bf 	N	L 	143	5.4	4.34	3.1	0.6	0.5	1.4	3.7	1.9	5.6
1225596PIP	2012	1	12	12	White Spruce	Sw 	N	L 	127	12.5	11.8	24.1	3.9	5.4	6.5	28.0	12.0	40.0
1191191PIP	2012	1	12	13	Black Spruce	Sb 	N	L 	84	5	5.8	2.7	0.6	0.8	1.6	3.3	2.4	5.7
